,Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
421,46,0,12,6,17,2,1,11,100,21,1,2,4,10,6,1
422,44,2,7,6,17,0,0,22,77,24,1,0,4,20,1,2
423,27,2,4,1,2,1,0,94,0,45,2,2,9,59,27,0
425,48,2,7,2,9,2,2,86,7,77,1,1,2,58,9,2
426,53,2,11,2,11,0,0,24,63,79,1,2,1,23,5,1
427,38,1,5,3,18,1,0,45,69,72,2,3,7,28,29,2
428,34,0,13,5,13,1,0,85,0,88,2,5,14,56,21,0
429,47,2,1,5,15,1,1,58,53,23,1,0,2,44,8,0
430,43,0,7,1,5,0,0,64,36,68,2,4,8,45,20,0
431,50,3,17,5,13,1,0,58,48,77,2,4,10,28,25,2
432,43,0,9,7,21,1,2,39,65,64,1,2,4,17,6,1
433,24,0,3,4,23,0,0,51,45,29,1,1,5,37,2,0
434,21,0,0,1,2,2,0,78,31,77,2,2,12,54,10,0
435,39,2,3,3,3,2,1,71,41,29,1,2,5,66,8,0
436,47,3,12,0,16,1,1,63,38,44,1,0,2,62,0,2
437,23,2,2,5,14,1,0,34,70,74,1,0,1,24,4,2
438,43,0,1,1,1,0,1,28,65,26,1,2,3,12,8,2
439,22,0,1,3,8,1,1,48,56,59,1,0,3,25,5,2
440,50,0,21,5,13,1,1,27,72,61,1,2,0,17,0,1
441,29,2,5,3,18,1,1,36,74,84,1,0,0,20,0,1
442,52,0,9,4,4,0,1,27,94,58,1,1,5,17,1,1
443,38,1,11,4,23,2,1,82,25,83,2,2,6,44,15,0
444,51,1,13,2,6,2,0,10,80,26,1,0,3,4,1,1
445,32,0,0,7,12,0,1,26,81,53,1,1,1,25,5,2
446,54,0,8,4,20,2,2,76,36,67,2,3,8,46,14,2
447,37,0,4,4,23,0,1,18,76,43,1,1,3,17,7,1
448,23,2,0,7,21,1,0,49,45,87,1,0,2,40,0,2
449,33,0,11,0,16,1,1,31,78,79,1,1,3,29,7,1
451,54,0,9,0,0,2,0,75,20,44,2,5,11,72,11,0
453,38,0,13,7,12,2,0,73,16,67,2,5,6,39,27,0
454,58,1,0,3,3,1,2,54,66,39,1,1,4,31,9,2
455,58,0,9,1,5,0,2,35,92,83,1,0,5,22,9,1
456,24,0,3,5,15,1,2,84,14,46,2,3,6,75,8,0
457,38,2,2,1,5,1,1,37,57,70,1,1,1,17,9,1
458,22,2,1,3,8,2,0,94,4,68,0,7,24,60,24,0
459,41,0,7,4,23,1,0,81,31,35,2,2,9,75,7,0
460,51,2,14,3,18,1,1,55,44,30,1,2,5,32,4,2
461,41,2,0,0,16,2,1,40,64,28,2,4,14,30,14,1
462,36,0,7,4,4,0,0,89,13,47,2,2,5,57,29,0
463,47,0,7,4,20,2,1,52,53,24,2,3,11,33,14,2
464,47,2,3,6,17,1,0,51,59,71,1,1,4,40,9,2
465,22,1,1,2,9,1,1,31,75,84,1,0,0,14,0,1
466,50,2,12,4,4,2,1,54,39,45,1,1,2,39,7,2
467,36,0,8,4,20,0,0,88,16,30,2,2,14,83,23,0
468,25,0,4,3,8,2,0,80,19,78,2,2,14,40,5,0
469,35,0,7,6,7,1,0,29,77,47,1,0,0,14,7,2
470,50,2,8,2,9,2,0,62,28,55,2,3,6,50,20,2
471,42,0,7,3,8,2,0,56,53,50,2,4,13,35,18,2
472,22,3,1,7,10,0,1,60,51,21,2,2,6,41,20,2
473,49,0,7,6,19,1,0,90,8,81,2,2,14,71,13,0
474,56,2,8,4,20,1,1,24,73,25,1,0,0,13,6,1
475,34,3,1,2,9,0,0,54,54,39,2,3,13,30,29,2
476,24,0,3,5,13,2,1,14,77,88,1,1,1,7,2,1
477,50,1,4,5,15,1,0,77,11,63,2,4,11,46,27,0
478,51,0,12,4,23,0,0,53,48,93,1,0,1,38,4,2
479,26,0,5,6,17,2,0,66,31,62,2,5,14,61,21,0
480,56,0,17,2,9,2,0,55,58,63,1,1,2,51,7,2
481,29,0,8,6,7,1,1,84,10,46,2,5,14,61,23,0
482,49,0,17,2,11,1,0,32,62,71,1,0,1,29,4,1
483,46,0,11,5,15,1,0,32,69,49,1,1,4,23,6,2
484,21,2,0,0,16,0,0,27,65,46,1,0,5,25,9,1
485,42,0,16,5,14,1,2,23,66,90,1,1,0,16,4,1
486,29,2,7,5,13,1,0,12,76,78,1,0,2,8,2,1
487,29,1,8,5,13,1,0,77,29,82,2,2,6,37,16,0
488,22,0,1,4,20,1,2,67,29,65,2,4,14,30,13,2
489,30,1,9,4,4,1,0,33,64,86,1,1,5,15,8,2
490,23,0,2,4,23,2,0,36,66,89,1,0,0,22,7,2
491,23,2,2,0,16,0,0,39,63,85,1,2,0,31,6,1
492,57,0,9,7,21,2,1,36,67,21,1,0,3,25,4,2
493,58,0,11,0,22,2,1,35,53,97,1,0,2,32,4,1
495,60,2,11,7,10,2,1,25,73,58,1,0,5,12,7,1
496,29,2,8,7,10,1,0,78,23,60,2,3,11,60,8,0
497,36,0,12,0,16,2,1,23,69,40,1,0,0,14,0,1
498,49,0,14,4,4,1,1,42,54,37,1,1,0,24,2,2
499,55,0,9,7,21,1,1,83,8,26,2,5,7,62,20,0
500,32,0,11,2,9,2,0,15,72,46,1,0,4,10,5,1
501,26,0,5,3,18,1,2,54,42,73,2,4,14,29,28,1
502,49,0,8,0,22,2,0,72,26,91,2,3,6,60,9,0
503,55,3,8,4,20,2,1,92,5,82,2,4,5,71,20,0
504,50,0,4,4,20,1,1,35,60,21,1,1,1,28,5,2
505,46,0,15,2,9,1,2,17,85,74,1,1,1,11,5,1
506,29,0,8,2,11,2,0,37,69,75,1,1,4,22,3,1
507,43,0,11,4,23,2,1,18,85,40,1,1,1,12,0,1
508,37,0,9,0,16,1,0,75,37,21,2,5,11,34,18,2
509,37,1,16,7,12,1,0,36,68,43,1,1,1,34,7,2
510,31,2,4,1,5,2,2,80,23,42,2,3,7,77,24,2
511,48,0,13,7,21,1,1,17,72,91,1,2,3,8,4,1
512,54,0,7,4,4,2,1,49,40,58,1,1,4,47,1,2
513,38,0,7,3,8,1,1,78,9,39,2,4,12,51,7,0
514,43,2,17,1,1,1,0,34,69,44,1,2,1,25,3,1
515,48,0,8,5,14,0,0,19,100,94,1,1,3,17,5,1
517,53,0,10,1,2,2,0,17,82,54,1,1,4,15,5,1
518,45,2,14,1,5,1,0,57,30,27,2,3,10,39,12,0
519,47,1,8,2,6,1,1,26,73,28,1,0,3,22,0,1
520,41,2,6,5,14,1,0,29,68,76,1,0,0,19,8,2
522,50,0,5,3,3,1,1,61,42,26,2,4,11,27,16,2
523,59,2,12,0,0,0,1,86,9,43,2,5,5,60,6,0
524,49,0,12,7,10,1,0,51,42,31,1,1,2,24,8,2
527,49,0,0,2,11,0,1,17,84,90,1,2,3,11,6,1
528,29,2,8,2,11,1,1,15,81,99,1,0,5,14,4,1
529,28,2,0,7,12,1,0,40,75,39,1,0,0,20,9,2
530,36,0,14,6,17,1,0,46,64,69,1,1,1,23,6,2
531,43,2,6,2,11,2,1,12,95,94,1,0,2,8,9,1
532,38,0,7,4,4,0,1,41,68,29,2,2,6,30,8,2
533,60,0,7,5,15,1,1,76,47,66,2,3,12,73,20,0
534,59,1,6,5,13,1,0,58,34,55,2,4,13,33,11,0
535,37,3,8,3,3,1,2,33,72,76,1,0,2,31,9,1
536,44,2,11,5,13,1,0,22,82,50,1,2,4,21,1,2
537,59,1,6,2,11,0,0,28,69,66,1,0,5,17,7,1
538,46,0,8,4,23,0,1,28,69,87,1,0,4,27,6,1
539,53,0,6,5,13,1,0,20,82,84,1,2,1,16,8,1
540,47,0,12,7,12,1,0,14,82,23,1,0,5,8,4,1
541,46,0,4,5,15,2,0,90,12,35,2,5,8,68,12,0
542,45,2,12,5,14,1,0,22,80,52,1,0,5,18,7,1
543,50,0,4,7,21,0,0,53,48,68,2,2,13,34,27,2
544,31,0,0,1,1,0,2,85,35,62,2,2,10,72,22,0
545,44,0,9,7,12,1,0,57,64,84,2,5,8,27,16,2
546,32,0,11,0,16,2,1,27,78,60,1,2,4,18,8,1
547,22,2,1,5,13,0,1,76,23,29,2,3,13,52,22,0
548,35,1,6,5,14,2,0,35,73,90,1,2,0,22,1,2
549,39,0,6,7,21,1,2,77,34,20,2,3,5,68,28,0
550,25,0,4,3,8,0,0,47,65,84,1,2,4,34,4,2
551,59,0,7,3,8,1,0,19,74,66,1,1,5,16,9,1
552,21,0,0,4,23,1,1,61,33,28,2,2,13,45,24,0
553,56,0,7,6,7,1,1,31,64,58,1,0,5,25,2,2
555,30,0,9,6,7,2,1,86,15,29,2,2,14,59,25,0
556,35,0,9,5,13,2,2,15,74,53,1,1,4,13,1,1
557,49,0,6,2,6,1,1,17,75,47,1,1,5,10,2,1
558,57,1,10,1,2,1,1,74,25,34,2,3,11,71,13,0
559,53,0,4,3,3,0,0,74,29,34,2,2,11,40,20,0
560,37,1,5,4,20,2,1,73,27,50,2,3,9,34,10,0
561,37,0,15,0,16,0,1,10,94,93,1,1,2,9,9,1
562,26,3,3,2,11,2,2,24,76,72,1,2,5,14,4,1
563,40,2,11,5,15,2,0,35,44,50,1,1,3,17,5,2
564,46,2,0,7,10,1,0,84,4,49,2,2,7,62,14,0
565,43,2,5,6,19,1,0,82,18,77,2,4,9,51,26,0
567,37,1,9,5,14,1,1,76,36,33,2,3,5,38,26,0
568,60,0,1,5,15,2,1,76,19,36,2,3,9,75,16,0
569,31,2,10,5,13,1,0,61,46,59,2,3,9,46,24,0
570,24,0,3,0,22,2,1,35,71,77,1,2,0,26,9,1
571,22,0,1,4,20,1,1,23,73,52,1,0,5,13,1,2
572,28,2,7,2,11,1,0,58,33,97,2,4,5,47,17,2
573,27,1,6,7,12,2,1,55,57,94,1,0,5,35,8,2
574,44,2,12,0,22,0,0,64,36,89,2,2,8,41,19,2
575,23,1,2,7,10,0,1,91,6,84,0,7,23,60,46,0
576,25,0,4,5,13,1,0,85,27,49,2,3,13,66,11,0
577,43,0,5,1,5,0,0,37,70,37,1,2,2,30,8,2
578,35,0,3,0,16,2,1,84,12,31,2,4,13,80,22,0
579,45,2,1,5,13,0,1,90,20,24,2,2,7,64,23,0
580,50,0,10,7,12,0,2,25,72,66,1,2,2,18,7,1
581,47,2,12,0,22,1,0,32,61,93,1,0,3,24,0,1
582,37,0,4,6,17,2,1,20,56,78,1,0,0,15,9,1
583,49,1,10,3,8,2,2,85,0,50,0,6,23,62,29,0
584,59,1,4,0,16,1,0,65,41,87,2,2,12,57,16,0
585,46,0,10,6,7,2,0,71,34,91,2,3,11,50,27,0
586,29,0,8,1,2,1,0,44,67,34,1,0,4,27,0,2
588,54,0,0,5,13,1,0,87,12,77,2,5,7,77,23,0
589,39,1,0,7,10,0,1,91,9,36,2,5,8,64,14,0
590,23,0,0,2,11,1,1,27,86,65,1,2,3,15,8,1
591,35,2,6,3,3,0,0,19,80,90,1,2,3,18,9,1
592,54,0,6,4,20,2,1,84,8,88,2,4,13,49,19,0
594,30,0,0,2,9,1,2,67,38,34,2,5,9,32,10,2
595,59,2,7,4,23,2,1,38,74,30,1,1,2,18,0,1
596,46,0,6,7,12,2,1,86,31,75,2,4,6,61,24,0
597,25,1,4,2,9,2,0,51,59,49,1,0,3,50,0,2
598,53,1,5,1,5,1,0,39,61,76,1,2,0,38,4,2
599,26,1,5,7,21,1,0,12,87,48,1,1,1,6,8,1
600,56,1,16,3,8,2,1,59,29,87,1,1,0,26,6,2
601,44,3,7,0,22,2,1,74,34,76,2,2,13,36,19,1
602,47,0,13,4,23,2,1,41,71,72,1,1,5,29,6,2
603,31,0,3,6,17,1,1,52,51,65,2,2,7,28,8,2
604,41,3,11,1,2,0,0,67,26,82,2,5,9,47,6,2
606,37,0,9,0,22,1,0,63,28,86,2,3,6,38,15,2
607,34,3,10,7,21,2,0,40,42,38,1,0,2,33,9,2
608,29,0,8,6,19,1,0,68,27,67,1,2,4,61,0,0
609,41,2,18,4,20,0,0,53,49,88,1,1,3,28,4,2
610,24,1,3,6,7,0,1,10,91,54,1,2,3,9,0,1
611,57,2,2,3,18,2,0,13,100,52,1,1,2,9,6,1
612,43,0,10,0,22,0,1,47,49,88,1,2,3,31,2,1
613,39,3,8,2,6,0,1,23,78,31,1,2,2,19,5,1
614,53,0,9,6,19,1,1,83,27,95,2,4,11,55,17,0
615,53,2,8,6,7,0,2,70,28,80,2,4,6,54,28,2
616,53,0,7,6,19,1,1,42,62,69,1,0,3,26,6,2
617,46,0,12,0,22,2,0,54,57,76,2,2,14,25,13,1
619,42,0,12,2,11,0,1,48,56,73,1,0,0,23,0,1
620,40,2,12,5,14,0,0,73,21,27,1,0,0,54,3,0
621,46,2,10,1,2,2,1,80,20,31,0,7,22,38,27,0
622,58,3,6,3,18,1,1,89,13,83,2,5,8,72,5,0
623,41,2,6,3,3,1,1,53,38,37,2,2,5,36,5,2
624,25,1,4,6,7,0,0,12,91,44,1,2,1,9,1,2
625,53,2,14,0,22,0,1,89,12,78,2,4,9,84,20,0
626,58,0,6,2,9,2,2,22,77,91,1,2,2,16,0,1
627,29,0,8,3,18,0,1,54,29,86,2,2,7,51,27,2
628,43,3,13,7,12,2,0,70,31,68,2,5,6,65,25,0
629,33,2,0,1,2,0,0,86,6,26,2,4,12,52,9,0
631,30,2,9,4,23,0,0,12,90,34,1,2,4,7,6,1
632,58,2,11,1,5,2,2,52,64,34,1,0,1,30,3,1
633,33,3,3,6,7,0,1,23,86,66,1,1,3,10,2,1
634,29,0,8,3,8,1,0,46,50,42,1,1,3,25,2,2
635,52,2,8,5,15,0,0,57,59,70,1,2,3,31,7,2
636,31,2,10,3,18,2,1,23,69,43,1,1,2,17,1,1
637,45,1,10,4,23,2,2,45,59,57,1,0,1,44,5,2
638,38,0,8,7,12,2,0,69,32,76,2,3,11,34,23,0
639,43,0,10,1,5,1,0,57,50,65,2,4,14,45,6,0
640,56,0,8,4,20,0,0,10,96,38,1,0,2,9,5,1
641,43,0,9,1,5,2,0,50,37,88,2,2,6,45,16,2
642,46,0,8,2,11,1,0,48,42,96,1,2,1,33,5,2
643,50,2,12,2,9,2,0,77,9,57,2,2,5,60,7,0
644,37,0,0,0,0,1,0,65,26,70,1,2,2,44,4,0
645,33,0,12,5,15,0,0,89,11,76,2,3,14,56,22,0
646,29,0,8,7,10,1,0,13,96,25,1,0,3,6,2,1
647,55,0,5,1,2,1,0,71,29,54,2,5,10,65,7,0
648,58,2,0,6,17,1,0,64,35,63,2,5,13,42,27,0
649,36,2,7,4,20,1,1,10,99,92,1,0,1,7,6,1
650,49,2,17,7,21,2,0,60,29,55,1,0,0,54,3,2
651,25,0,4,4,23,0,0,42,58,48,1,0,5,27,7,2
652,30,1,3,7,12,0,2,53,52,93,1,2,1,46,7,1
653,58,0,10,1,5,1,1,52,40,87,1,0,3,24,4,2
654,50,0,12,7,21,2,0,12,89,62,1,0,4,10,8,1
655,35,2,12,5,15,1,1,36,60,29,1,0,4,22,2,2
656,28,0,7,2,6,2,0,50,59,85,1,2,0,25,1,1
657,50,0,5,4,20,1,2,32,81,21,1,2,2,29,1,1
658,24,0,3,1,1,1,0,15,96,50,1,1,1,13,6,1
659,40,0,4,1,5,1,1,43,51,91,1,2,5,28,1,2
660,49,2,5,1,2,1,0,74,34,83,2,2,7,68,5,0
661,39,1,6,0,22,0,1,86,7,72,0,8,19,54,44,0
662,59,2,2,3,8,2,2,75,32,78,2,5,14,51,27,2
663,54,2,6,0,16,2,0,50,56,29,1,2,1,31,8,2
664,37,2,12,1,5,1,1,79,29,93,2,2,8,41,10,2
665,44,2,5,0,16,2,0,72,40,33,2,2,12,64,15,0
666,27,0,6,7,12,1,1,25,80,73,1,2,0,13,2,1
667,45,2,5,3,3,0,1,48,39,49,2,2,14,44,29,2
668,54,3,11,5,15,1,1,14,99,78,1,1,2,13,9,1
669,30,0,8,1,2,0,0,72,38,78,2,4,6,36,8,0
670,52,2,6,6,19,1,0,25,80,83,1,0,0,11,6,1
671,51,2,3,4,20,1,0,77,11,38,2,4,11,46,29,0
672,28,1,7,1,5,0,0,92,5,29,2,4,5,42,14,0
674,53,0,8,5,13,2,0,72,33,53,2,4,12,33,20,0
675,32,0,10,6,17,1,1,21,82,73,1,1,4,13,2,1
676,46,1,0,3,8,1,1,88,19,40,2,5,9,44,9,0
677,42,1,10,5,14,1,1,33,63,34,2,2,7,26,9,2
678,23,0,2,2,9,0,1,65,32,50,2,4,7,52,14,0
679,40,0,8,5,15,0,0,87,1,92,2,5,14,40,23,0
680,37,0,7,0,22,0,2,15,84,75,1,0,1,12,3,1
681,48,1,10,2,11,1,1,49,41,73,2,3,10,25,19,2
682,21,0,0,7,10,1,1,51,44,45,1,1,3,33,6,2
683,45,2,7,2,6,0,1,33,64,72,1,0,3,23,7,1
685,36,0,8,6,17,0,1,56,50,53,2,5,9,54,18,0
686,29,2,8,7,21,1,2,38,61,89,1,1,4,31,4,1
687,48,0,14,0,22,0,1,60,37,94,1,0,1,42,2,2
688,54,0,6,0,0,1,1,54,39,31,2,3,13,26,16,2
689,27,2,6,0,16,0,1,18,83,59,1,2,4,16,7,1
690,25,0,4,1,1,1,1,15,84,26,1,1,2,9,0,1
691,55,0,8,2,11,2,0,17,98,67,1,0,3,7,9,1
692,56,1,13,3,8,0,0,63,26,30,1,0,2,29,3,0
693,47,0,8,1,5,2,1,54,36,80,2,5,5,53,18,2
694,34,2,4,4,4,1,1,22,68,92,1,1,2,21,7,1
695,28,2,7,7,21,1,1,63,32,46,1,2,2,31,5,2
696,38,0,10,4,23,1,1,56,48,48,2,4,12,25,9,2
697,32,1,11,5,14,0,2,36,54,40,1,0,0,33,8,2
698,35,0,12,1,5,1,1,26,75,79,1,0,2,18,1,1
699,27,2,6,7,10,1,0,66,16,34,2,2,7,45,16,0
700,41,0,5,5,13,1,1,30,73,50,1,2,4,22,2,2
701,57,0,9,4,4,1,0,77,33,49,2,5,12,48,11,0
702,36,0,6,5,14,2,2,58,53,40,1,2,4,31,8,2
703,29,0,8,6,17,0,1,16,83,24,1,2,0,10,8,1
704,24,3,3,3,18,2,0,78,13,28,2,4,7,39,13,0
705,51,0,8,6,17,1,2,78,2,47,2,4,10,60,8,0
706,31,0,0,6,19,1,0,40,64,90,1,0,5,28,8,2
707,30,2,9,5,15,1,2,10,98,91,1,1,3,5,9,1
708,35,2,5,0,22,1,2,27,75,98,1,1,2,22,5,1
709,42,2,14,3,3,1,2,44,61,29,1,2,2,39,9,1
710,33,0,12,7,10,1,0,57,20,90,1,0,2,55,2,0
711,34,1,13,2,9,1,1,25,74,25,1,2,2,18,4,1
712,28,1,7,6,7,2,0,56,33,23,1,2,1,47,2,0
713,48,0,9,0,22,0,2,52,51,92,1,2,3,25,5,1
714,57,1,11,7,12,0,0,37,87,93,1,0,1,23,5,2
717,44,0,13,1,5,2,0,81,19,39,0,5,21,53,33,0
718,28,1,0,7,12,2,0,70,24,83,2,2,7,35,29,0
719,22,2,1,7,12,2,1,37,55,44,1,1,5,33,4,2
720,51,1,11,7,21,1,0,94,11,78,2,4,10,59,25,0
721,25,0,4,1,5,0,0,61,29,48,2,4,12,44,27,0
722,55,0,8,3,3,0,1,61,38,39,1,2,1,32,0,2
723,49,2,7,2,6,2,1,59,56,39,2,3,9,27,13,1
724,36,2,6,4,4,1,1,53,33,39,1,2,4,52,7,2
725,44,1,14,0,22,0,0,84,22,88,2,2,9,56,23,0
726,47,0,2,7,10,0,1,50,60,32,1,0,1,42,3,0
727,39,0,11,6,17,0,1,19,80,74,1,0,0,13,7,1
728,28,0,7,7,12,0,2,55,56,94,1,2,3,44,6,1
729,33,0,12,1,5,2,2,68,36,66,2,4,5,47,17,2
730,53,0,9,5,13,2,0,24,84,23,1,1,2,17,7,2
731,59,0,6,0,22,1,0,42,65,68,1,1,2,21,7,1
732,58,0,11,0,22,2,1,70,33,96,2,5,13,56,9,2
733,58,2,12,1,2,2,1,32,59,32,1,2,1,26,5,1
734,60,0,9,1,2,0,2,66,29,65,2,4,7,59,26,2
735,33,0,11,6,17,1,0,33,74,87,1,1,1,30,5,2
737,35,0,14,2,11,2,0,86,0,73,0,5,22,60,35,0
738,51,2,11,1,1,1,0,60,38,83,2,5,9,53,25,2
739,60,1,0,5,14,0,2,88,20,53,2,3,5,54,20,0
740,40,2,19,2,6,2,1,15,79,42,1,2,3,7,3,1
741,47,0,12,2,6,1,0,16,74,38,1,0,4,11,3,1
742,36,0,15,1,1,0,0,30,76,41,1,0,2,20,5,2
743,50,0,0,4,23,0,2,57,37,59,2,4,5,52,25,2
744,58,0,3,4,4,0,1,72,38,35,2,3,13,42,6,0
746,21,0,0,0,22,0,1,30,65,88,1,1,1,27,7,1
747,41,2,8,4,20,2,0,32,83,89,1,2,2,27,6,1
749,44,0,17,5,15,0,2,56,43,58,2,2,5,54,10,2
750,30,2,9,3,3,2,1,69,38,42,2,5,5,56,15,2
751,49,0,13,1,5,0,1,78,10,81,0,5,19,58,21,0
752,54,1,8,4,23,2,2,14,74,68,1,1,1,8,2,1
753,37,3,1,3,18,0,2,81,9,26,2,3,9,37,28,2
754,37,0,4,0,0,0,1,57,36,22,1,1,1,46,0,2
755,29,2,1,1,2,1,0,86,39,29,2,5,13,43,10,0
756,32,0,3,1,2,1,2,45,56,33,1,0,4,37,1,1
757,42,2,14,7,21,1,2,42,56,51,1,2,5,29,7,1
758,26,0,5,3,3,2,2,28,63,62,1,2,0,19,8,1
759,23,2,2,6,17,2,0,49,70,32,1,1,2,25,5,0
760,38,0,2,4,4,1,1,69,28,42,2,4,7,44,24,0
761,47,2,3,2,11,2,1,24,57,80,1,0,2,23,4,1
762,34,2,12,4,20,2,0,65,24,23,2,4,8,61,10,0
763,56,2,0,0,16,1,0,19,85,23,1,1,3,13,1,1
764,38,0,1,1,2,1,0,76,44,67,2,4,12,65,28,0
765,52,2,13,2,11,1,2,16,71,96,1,2,0,15,8,1
766,44,2,16,6,7,2,2,75,12,24,2,2,10,42,23,2
767,34,2,7,4,23,1,0,42,75,76,1,0,4,32,4,2
768,26,0,5,2,9,0,1,57,38,62,2,2,9,52,26,2
769,31,0,10,0,0,0,0,37,64,78,2,5,10,31,12,1
770,47,2,9,7,21,2,0,59,31,85,2,5,11,54,12,2
771,60,2,11,0,16,2,0,52,54,82,2,2,7,39,13,1
774,50,0,10,0,22,1,0,66,18,84,2,2,7,39,6,2
775,58,2,10,7,21,2,0,41,64,79,1,2,4,19,9,1
776,25,2,4,5,13,2,0,54,50,56,1,1,5,27,5,2
777,34,1,11,2,9,0,0,53,35,55,1,1,5,48,7,0
778,30,0,9,1,2,1,1,30,66,55,1,0,0,25,2,1
779,25,0,4,2,9,1,1,81,27,24,2,5,11,39,23,2
780,38,2,13,5,13,0,1,90,0,90,2,5,8,75,28,0
781,26,2,0,7,10,1,1,11,88,59,1,0,2,10,1,1
783,31,0,10,7,12,1,0,71,28,66,1,2,2,34,5,0
784,48,1,11,0,22,1,1,67,32,93,2,4,13,58,18,2
785,59,1,14,1,2,2,0,80,15,79,2,4,9,54,27,0
786,46,1,12,7,12,0,1,39,60,85,1,1,1,34,4,2
787,35,2,2,0,22,1,0,71,40,65,2,4,6,35,5,2
788,22,0,1,0,0,1,0,39,50,29,1,2,4,26,1,2
789,44,0,4,2,11,1,1,83,2,82,2,2,10,44,17,2
790,50,0,0,0,0,1,0,48,51,43,2,3,8,28,23,2
791,59,2,12,6,19,1,0,37,67,98,1,0,4,20,5,1
792,44,1,7,2,11,1,1,12,74,96,1,1,0,7,3,1
793,39,2,0,1,5,1,0,54,37,22,1,1,4,37,9,0
794,55,0,10,1,2,2,0,30,33,54,2,2,9,21,27,2
795,32,0,11,3,8,2,1,56,55,40,2,2,14,33,8,2
796,44,1,14,0,16,2,1,92,0,89,2,3,10,62,25,0
797,22,2,1,2,6,2,1,59,52,23,1,0,5,27,3,2
798,23,0,0,7,10,1,1,44,51,33,1,1,4,33,9,2
799,60,0,14,2,11,2,0,42,58,75,1,2,4,41,5,2
800,32,0,0,2,6,2,2,67,26,32,2,4,8,36,11,2
801,31,2,8,4,20,2,1,14,78,76,1,1,5,7,3,1
802,23,2,2,7,21,1,1,52,56,92,2,5,10,36,8,2
803,51,2,1,6,17,2,1,63,48,90,2,5,9,32,22,2
804,55,3,10,5,13,2,0,26,88,35,1,2,0,25,6,1
805,22,0,1,4,20,0,0,62,30,76,2,2,12,46,23,0
806,38,0,9,6,17,1,0,53,47,28,2,5,6,43,24,0
808,21,1,0,0,16,2,1,33,71,23,1,0,1,28,2,2
809,33,3,7,4,23,1,0,23,83,90,1,0,2,14,9,1
810,56,2,15,5,15,1,2,38,70,70,2,5,5,17,20,1
811,35,2,0,7,10,2,2,22,75,83,1,2,1,19,3,1
813,26,0,5,2,9,1,1,15,91,56,1,1,4,7,7,1
815,58,0,6,4,23,0,0,89,0,58,2,4,11,75,20,0
816,34,3,12,1,2,1,0,86,20,55,2,5,9,54,29,0
818,34,1,7,1,1,1,0,94,2,59,0,7,17,65,35,0
819,21,2,0,5,15,0,1,42,56,49,1,0,4,37,6,2
820,34,0,3,2,9,2,1,11,80,45,1,1,3,7,7,1
822,59,0,6,4,23,1,1,24,66,56,1,1,4,23,5,1
823,43,1,15,3,3,1,1,63,18,66,2,5,11,48,29,0
824,37,1,15,3,3,0,2,59,39,76,1,2,3,32,1,1
825,34,2,6,0,22,0,0,90,4,75,2,3,8,86,21,0
826,54,1,7,7,10,2,0,19,81,45,1,2,0,14,6,2
827,42,0,9,0,22,1,2,11,91,92,1,2,2,6,4,1
828,50,3,9,3,3,2,0,81,30,62,2,4,11,80,23,0
829,36,2,11,1,2,1,1,29,48,73,2,3,7,21,21,1
831,26,0,5,2,11,0,0,43,50,97,1,1,1,27,8,1
832,44,0,6,5,15,1,0,71,28,59,2,5,13,69,18,0
834,43,1,0,4,23,2,0,24,77,85,1,2,1,19,0,2
835,42,2,10,3,18,2,1,65,26,83,2,5,13,45,27,2
836,56,2,20,3,3,1,0,16,81,73,1,1,2,14,7,1
837,24,0,3,6,19,2,1,57,28,80,1,2,0,51,8,0
838,49,0,6,7,10,0,0,61,62,20,2,2,6,35,23,0
839,33,0,8,5,14,2,0,59,37,57,2,5,6,39,23,0
840,30,0,1,5,14,1,1,45,40,83,1,1,4,20,0,2
842,25,0,4,7,12,1,2,56,52,91,1,0,1,33,6,1
843,57,3,9,4,20,2,0,38,82,69,1,0,0,27,3,1
844,57,0,17,1,5,0,0,27,83,84,1,2,3,16,2,1
845,51,1,0,3,8,0,0,50,56,21,1,2,5,27,5,0
846,37,0,14,6,7,0,1,72,39,31,1,1,2,60,4,0
847,47,1,4,2,9,1,0,30,60,77,1,2,0,27,9,2
848,33,0,6,7,10,0,1,75,26,72,2,4,12,48,7,0
849,22,2,1,0,22,2,0,22,79,88,1,1,3,18,4,1
850,43,0,15,7,10,1,1,69,27,84,2,2,6,34,17,2
851,22,1,1,1,2,2,2,23,58,49,1,1,5,17,9,1
852,50,3,15,0,22,0,0,81,17,78,0,5,21,41,39,2
853,60,0,4,3,3,1,1,35,59,26,1,1,5,16,7,1
854,55,0,14,4,20,1,1,15,80,60,1,2,2,10,1,1
855,46,2,7,7,21,2,2,19,87,40,1,2,2,18,4,1
857,54,0,9,3,3,0,1,52,37,66,2,4,8,30,17,2
858,24,0,3,1,5,1,0,47,55,54,1,0,5,30,5,2
859,59,1,13,6,7,0,0,54,39,45,2,4,8,48,11,0
860,58,1,1,1,2,2,0,55,56,60,1,2,0,49,9,0
861,54,0,12,0,22,2,1,18,69,73,1,2,5,11,2,1
